name,industry,current_price,sales,operating_profit,profit_after_tax,net_profit,opm,eps,return_on_capital_employed,roce3yr_avg,sales_growth_3years,sales_growth_5years,profit_growth_3years,profit_growth_5years,eps_growth_3years,eps_growth_5years,sales_growth_10years,profit_growth_10years,eps_growth_10years,debt,net_worth,current_ratio,interest_coverage_ratio,working_capital,cash_equivalents,total_assets,debt_to_profit,leverage,altman_z_score,market_capitalization,price_to_sales,price_to_cash_flow,price_to_free_cash_flow,peg_ratio,evebitda,market_cap_to_sales,enterprise_value_to_ebit,intrinsic_value,graham
Gautam Exim,Trading,69.0,169.0,1.0,0.0,0.0,0.65,0.0,3.84,6.91,-12.0,-20.0,-39.0,-38.0,-39.0,-38.0,-2.0,-12.0,-31.0,10.0,13.0,5.69,1.25,23.0,1.0,25.0,65.8,2.44,10.16,21.0,0.13,21.52,7.06,-3.76,27.25,0.13,28.54,13.0,22.0
Gautam Gems,Trading,9.0,101.0,1.0,0.0,0.0,0.72,0.0,2.02,3.32,3.0,18.0,4.0,16.0,11.0,21.0,119.0,,,4.0,51.0,3.17,2.49,53.0,0.0,74.0,11.29,1.2,4.02,36.0,0.35,-1.38,-3.1,5.84,41.23,0.35,45.97,4.0,5.0
Gayatri BioOrga.,Miscellaneous,6.0,0.0,-1.0,-1.0,-1.0,,-0.0,-44.73,-41.95,,,-14.0,14.0,-14.0,14.0,,,,36.0,-35.0,0.05,-3.53,1.0,0.0,2.0,-53.47,-0.05,18.6,50.0,,-71.49,-89.69,,-161.62,,-161.62,,
Gayatri Highways,Construction,2.0,2.0,-7.0,-22.0,-441.0,-427.91,-18.0,118.51,39.97,-72.0,-53.0,25.0,14.0,25.0,14.0,,,,406.0,-1755.0,0.61,0.85,-991.0,10.0,1974.0,-0.92,-1.26,-1.79,38.0,22.01,0.12,0.09,,33.41,22.01,33.62,,
Gayatri Projects,Construction,6.0,1369.0,-899.0,-1315.0,-1455.0,-65.65,-78.0,-16.57,1.31,-4.0,8.0,,,,,4.0,,,3502.0,-665.0,0.61,-2.29,1495.0,20.0,4518.0,-3.65,-1099.49,-0.13,121.0,0.09,-0.17,-1.35,,-4.21,0.09,-3.93,,
Gayatri Rubbers,Miscellaneous,323.0,24.0,3.0,2.0,2.0,11.18,3.0,24.82,24.82,,,,,,,,,,1.0,11.0,8.92,7.53,9.0,0.0,13.0,0.33,1.09,27.72,186.0,7.6,-594.45,,,67.24,7.6,77.01,50.0,35.0
Gayatri Sugars,Sugar,23.0,377.0,38.0,7.0,7.0,9.95,1.0,59.72,78.51,15.0,4.0,31.0,19.0,29.0,18.0,7.0,9.0,8.0,131.0,-92.0,0.6,1.29,-22.0,1.0,190.0,18.67,-2.11,2.94,146.0,0.39,6.19,4.75,1.1,7.27,0.39,8.81,,
GCM Capital,Finance & Investments,7.0,1.0,1.0,1.0,1.0,61.7,0.0,2.3,-6.34,-31.0,-11.0,79.0,57.0,79.0,57.0,-21.0,3.0,-0.0,1.0,28.0,17.23,10.83,17.0,1.0,30.0,1.37,1.06,2.8,12.0,8.53,26.08,-59.01,0.41,13.75,8.53,18.62,6.0,11.0
GCM Commodity,Finance & Investments,7.0,3.0,-2.0,-1.0,-1.0,-56.23,-1.0,-4.54,-0.11,210.0,,,6.0,,6.0,-20.0,,,0.0,14.0,1.8,,12.0,1.0,29.0,0.0,2.03,1.47,5.0,1.64,2.87,-2.87,,-6.1,1.64,-6.1,,
GCM Securit.,Finance & Investments,1.0,0.0,-1.0,-0.0,-0.0,,-0.0,-2.57,-4.12,,,,14.0,,14.0,,,,0.0,16.0,0.28,,-4.0,0.0,23.0,0.0,1.15,1.97,19.0,,13.48,25.0,,-54.59,,-53.03,,
Gconnect Logitec,Miscellaneous,74.0,4.0,0.0,0.0,0.0,11.47,1.0,42.86,42.86,,,,,,,,,,0.0,2.0,24.57,,3.0,0.0,4.0,0.0,1.08,13.41,27.0,6.82,-12.31,,,59.09,6.82,82.36,,
GE Power,Engineering - Turnkey Services,409.0,1625.0,-231.0,-171.0,-171.0,-14.22,-25.0,-25.31,-19.49,-21.0,-3.0,,,,,-5.0,,,163.0,69.0,0.97,-1.57,46.0,151.0,2581.0,-0.95,39.56,2.24,2750.0,1.68,15.75,27.42,,-32.41,1.68,-26.17,,
GE Shipping Co,Shipping,1223.0,5255.0,3022.0,2614.0,2614.0,57.5,183.0,20.15,16.16,16.0,8.0,46.0,199.0,48.0,202.0,5.0,17.0,18.0,3048.0,12397.0,5.44,11.18,7316.0,4891.0,16808.0,1.17,1.29,4.11,17455.0,3.32,6.21,8.63,0.03,4.23,3.32,5.27,1401.0,1891.0
GE T&D India,Electric Equipment,1535.0,3168.0,319.0,181.0,181.0,10.07,7.0,22.15,6.96,-3.0,-6.0,46.0,-4.0,46.0,-4.0,-1.0,4.0,4.0,42.0,1243.0,1.17,10.3,395.0,134.0,3584.0,0.23,2.92,19.36,39315.0,12.44,76.01,282.24,-59.63,115.11,12.44,134.93,52.0,88.0
GEE,Electrodes - Welding Equipment,121.0,369.0,30.0,13.0,13.0,8.0,5.0,9.27,9.51,13.0,6.0,0.0,36.0,0.0,36.0,8.0,11.0,11.0,82.0,204.0,1.38,3.21,111.0,1.0,324.0,6.35,1.57,4.26,314.0,0.85,6.97,134.8,0.69,13.08,0.85,15.08,60.0,94.0
GeeCee Vent.,Construction,382.0,97.0,45.0,37.0,37.0,46.5,18.0,7.18,4.93,32.0,-8.0,54.0,3.0,54.0,3.0,4.0,18.0,17.0,0.0,645.0,6.98,724.0,363.0,77.0,729.0,0.0,1.04,3.92,800.0,8.27,-38.25,62.84,8.29,15.93,8.27,16.64,210.0,352.0
Geekay Wires,Steel - Medium / Small,93.0,412.0,36.0,39.0,39.0,8.85,7.0,34.52,25.21,34.0,14.0,83.0,68.0,83.0,68.0,26.0,72.0,60.0,73.0,109.0,1.46,11.24,104.0,8.0,232.0,1.9,2.06,7.15,487.0,1.18,7.87,20.4,0.18,8.37,1.18,9.12,57.0,59.0
Geetanjali Cred.,Finance & Investments,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-30.0,,,,,-15.0,,,0.0,3.0,0.36,,-0.0,0.0,3.0,,1.04,2.35,2.0,210.0,209.0,16.5,,,210.0,,,
Gem Enviro,Miscellaneous,173.0,42.0,13.0,10.0,10.0,31.44,324.0,65.84,69.73,,,,,,,,,,0.0,24.0,2.99,151.0,23.0,12.0,36.0,0.0,1.3,21.63,390.0,9.19,46.26,97.91,,27.76,9.19,27.86,,
Gem Spinners,Textiles - Cotton/Blended,4.0,0.0,-0.0,-1.0,-1.0,,-0.0,-29.65,-17.11,,,2.0,,2.0,,,,,0.0,-2.0,0.17,,-0.0,-0.0,7.0,0.0,-4.42,4.36,22.0,,-432.26,-1296.77,,-50.3,,-36.66,,
Gemstone Invest.,Finance & Investments,2.0,2.0,0.0,0.0,0.0,23.7,0.0,2.06,1.56,1.0,-2.0,-4.0,-15.0,-4.0,-15.0,7.0,7.0,7.0,0.0,24.0,153.44,50.0,24.0,2.0,25.0,0.0,1.0,3.6,13.0,6.31,8.01,46.38,-2.46,23.3,6.31,23.3,1.0,2.0
General Insuranc,Finance & Investments,386.0,45375.0,6743.0,6686.0,6686.0,14.86,38.0,15.78,15.51,-2.0,0.0,50.0,24.0,50.0,24.0,13.0,16.0,-14.0,0.0,55257.0,0.48,,-51229.0,24855.0,184452.0,0.0,3.14,1.06,67737.0,1.49,6.07,6.39,0.42,5.4,1.49,5.4,366.0,520.0
Generic Engineer,Construction,48.0,289.0,28.0,11.0,11.0,9.68,2.0,6.62,9.52,30.0,7.0,59.0,-7.0,47.0,-12.0,104.0,88.0,60.0,68.0,258.0,1.72,2.13,209.0,11.0,463.0,6.07,1.61,2.98,257.0,0.89,46.31,-40.28,-3.52,9.8,0.89,14.79,31.0,48.0
Genesys Intl.,Computers - Software - Medium / Small,601.0,198.0,81.0,22.0,22.0,40.63,6.0,8.4,6.79,36.0,12.0,48.0,62.0,44.0,56.0,,,,60.0,489.0,3.04,10.51,255.0,76.0,635.0,2.75,1.17,8.09,2379.0,12.02,124.95,-37.23,1.78,27.65,12.02,57.58,99.0,125.0
Gennex Lab.,Pharmaceuticals - Indian - Bulk Drugs,16.0,92.0,22.0,13.0,13.0,23.95,1.0,13.83,12.16,15.0,10.0,45.0,43.0,37.0,38.0,,,,19.0,170.0,4.01,6.35,127.0,61.0,230.0,1.44,1.06,4.86,355.0,3.89,-7.62,-28.82,0.63,14.31,3.89,16.04,8.0,10.0
Genomic Valley,Miscellaneous,64.0,0.0,0.0,0.0,0.0,11.76,0.0,0.57,6.84,-7.0,-30.0,27.0,-39.0,27.0,-39.0,7.0,,,0.0,4.0,3.68,,2.0,0.0,4.0,0.0,1.24,9.01,20.0,115.06,-992.0,15.26,-25.3,977.5,115.06,977.5,2.0,4.0
Genpharmasec,Trading,2.0,30.0,0.0,-0.0,-0.0,0.13,0.0,,0.0,,,,,,,,,,4.0,64.0,15.13,1.61,38.0,19.0,71.0,-22.88,0.71,5.06,120.0,3.93,-29.17,,,149.53,3.93,158.59,,
Gensol Engineer.,Engineering - Turnkey Services,1053.0,963.0,228.0,54.0,53.0,23.63,16.0,14.56,16.4,147.0,63.0,156.0,52.0,144.0,39.0,,,,1510.0,326.0,1.36,1.72,867.0,379.0,2328.0,28.24,5.1,4.06,3988.0,4.13,-40.6,-12.35,1.43,19.63,4.13,27.46,512.0,174.0
Genus Paper & Bo,Paper,20.0,712.0,59.0,3.0,3.0,8.26,0.0,4.3,3.89,36.0,,-21.0,,-21.0,,11.0,-10.0,-10.0,340.0,488.0,1.1,1.09,134.0,28.0,1019.0,98.17,2.01,2.46,522.0,0.73,7.1,-5.16,,13.76,0.73,24.13,10.0,8.0
Genus Power,Electronics - Components,325.0,1201.0,135.0,75.0,75.0,11.24,2.0,9.74,7.15,25.0,3.0,13.0,1.0,7.0,-3.0,5.0,2.0,0.0,588.0,1564.0,2.24,2.94,1734.0,670.0,2758.0,7.82,1.41,7.91,9875.0,8.23,-64.12,-196.08,208.49,51.31,8.23,57.74,53.0,54.0
Genus Prime,Construction,19.0,0.0,-2.0,-2.0,-2.0,-869.57,-1.0,-2.78,-0.95,-1.0,5.0,,,,,,,,22.0,48.0,6.0,,0.0,0.0,70.0,-10.82,1.48,1.52,28.0,120.7,-2769.91,8.46,,-24.64,120.7,-24.64,,
Geojit Fin. Ser.,Finance & Investments,103.0,623.0,237.0,145.0,149.0,38.05,6.0,18.79,20.05,14.0,15.0,6.0,40.0,6.0,40.0,10.0,38.0,38.0,398.0,832.0,1.91,12.35,645.0,1073.0,2020.0,2.66,2.01,3.56,2462.0,3.94,-19.81,-113.57,0.42,7.5,3.94,8.55,117.0,69.0
Getalong Enterp.,Miscellaneous,195.0,2.0,1.0,2.0,-2.0,73.53,-10.0,9.31,11.54,-70.0,,22.0,,-1.0,,,,,2.0,10.0,1.38,19.22,3.0,0.0,13.0,-0.9,2.34,6.61,39.0,22.94,5.74,-16.86,,23.26,22.94,23.53,,
GFL,Finance & Investments,82.0,3.0,-9.0,-8.0,-8.0,-271.88,-1.0,-0.31,1.74,-70.0,-74.0,25.0,,25.0,,-50.0,,,0.0,2594.0,37.28,,33.0,1.0,2732.0,0.0,1.05,1.86,901.0,282.72,2514.27,5.53,,-110.72,282.72,-110.45,,
GHCL,Chemicals,554.0,3447.0,851.0,599.0,794.0,24.68,83.0,20.63,24.93,11.0,1.0,22.0,11.0,21.0,12.0,5.0,16.0,17.0,210.0,2978.0,3.32,29.08,1043.0,492.0,3770.0,0.26,1.49,5.28,5305.0,1.54,6.67,10.61,0.78,5.74,1.54,6.5,750.0,762.0
GHCL Textiles,Textiles - Spinning - Synthetic / Blended,91.0,1054.0,84.0,24.0,25.0,7.99,3.0,5.71,5.71,,,1247.0,,,,,,,72.0,1386.0,5.95,5.25,485.0,12.0,1633.0,2.87,0.59,3.13,866.0,0.83,15.05,-207.54,,10.47,0.83,22.4,,92.0
Gian Lifecare,Healthcare,22.0,13.0,6.0,4.0,4.0,47.1,4.0,,29.5,9.0,88.0,29.0,112.0,28.0,,,,,4.0,20.0,1.37,14.13,6.0,6.0,32.0,0.97,1.54,3.24,22.0,1.68,29.29,11.06,0.05,2.97,1.68,3.19,138.0,42.0
GIC Housing Fin,Finance - Housing,245.0,1057.0,917.0,151.0,151.0,86.73,28.0,8.59,8.3,-5.0,-3.0,13.0,-3.0,13.0,-3.0,5.0,4.0,4.0,8584.0,1829.0,3.58,1.29,129.0,40.0,10470.0,56.79,5.85,0.85,1318.0,1.26,2.55,1.41,-3.49,10.63,1.26,10.8,278.0,463.0
Gilada Finance,Finance & Investments,10.0,6.0,3.0,2.0,2.0,53.92,1.0,11.9,10.61,23.0,14.0,20.0,22.0,20.0,22.0,12.0,6.0,6.0,12.0,22.0,0.11,2.81,1.0,1.0,35.0,7.05,1.41,2.06,14.0,2.25,-4.9,-8.42,0.38,6.95,2.25,7.01,20.0,21.0
Gillanders Arbut,Diversified - Medium / Small,104.0,363.0,-34.0,-49.0,-49.0,-9.23,-23.0,-8.24,1.14,-6.0,-14.0,,,,,,,,117.0,217.0,0.85,-2.22,67.0,3.0,477.0,-2.41,2.36,2.08,222.0,0.6,6.64,5.04,,-16.68,0.6,-10.48,,
Gillette India,Personal Care - Multinational,7459.0,2607.0,597.0,387.0,387.0,22.88,119.0,52.01,51.41,14.0,8.0,16.0,9.0,16.0,9.0,6.0,15.0,15.0,0.0,1031.0,1.7,59.25,471.0,408.0,1811.0,0.0,1.79,24.94,24309.0,9.3,52.41,67.22,7.03,38.26,9.3,44.15,1930.0,920.0
Gini Silk Mills,Textiles - Processing,134.0,44.0,3.0,3.0,3.0,5.88,5.0,7.23,4.17,38.0,4.0,65.0,22.0,65.0,22.0,2.0,5.0,5.0,9.0,48.0,1.13,5.04,9.0,0.0,64.0,2.87,1.32,3.99,75.0,1.75,21.61,-60.09,1.28,16.17,1.75,21.96,61.0,102.0
Ginni Filaments,Textiles - Cotton/Blended,32.0,351.0,22.0,-1.0,-84.0,6.35,-10.0,2.02,6.14,-23.0,-15.0,,13.0,,13.0,-9.0,,,78.0,195.0,1.54,0.66,126.0,22.0,354.0,-0.93,2.54,3.5,274.0,0.78,6.29,22.01,,14.28,0.78,40.43,,
Giriraj Civil,Construction,385.0,135.0,14.0,10.0,10.0,10.76,4.0,19.75,14.78,28.0,25.0,52.0,34.0,34.0,24.0,9.0,18.0,6.0,10.0,93.0,1.91,5.95,59.0,8.0,172.0,1.0,1.85,11.24,921.0,7.18,-34.62,-43.25,2.82,57.15,7.18,61.19,122.0,67.0
Gita Renewable,Power Generation And Supply,182.0,1.0,0.0,0.0,0.0,42.53,1.0,2.71,4.12,54.0,19.0,32.0,17.0,32.0,17.0,-15.0,11.0,11.0,0.0,14.0,0.82,37.0,-0.0,0.0,14.0,0.0,1.04,10.2,75.0,88.29,-92.25,-23.18,12.55,207.49,88.29,207.49,15.0,26.0
GKB Ophthalmics,Personal Care - Indian,99.0,88.0,1.0,-3.0,-3.0,0.65,-6.0,-1.06,1.85,16.0,9.0,,-2.0,,-0.0,8.0,,,11.0,60.0,1.89,-0.43,52.0,18.0,114.0,-3.86,1.9,2.72,50.0,0.56,11.7,370.31,,20.88,0.56,-52.98,,
GKW,Finance & Investments,2712.0,39.0,20.0,14.0,14.0,51.33,23.0,0.84,0.9,-0.0,5.0,-20.0,-7.0,-20.0,-7.0,9.0,14.0,14.0,0.0,2357.0,8.85,1910.0,124.0,62.0,2957.0,0.0,1.22,2.1,1619.0,42.92,121.26,2014.7,-17.24,79.17,42.92,83.86,852.0,1428.0
Glance Finance,Finance & Investments,90.0,23.0,11.0,2.0,2.0,45.42,9.0,10.95,8.71,82.0,47.0,15.0,88.0,15.0,98.0,6.0,5.0,8.0,7.0,36.0,5.75,3.96,3.0,1.0,47.0,3.51,1.22,2.66,20.0,0.88,1.79,-6.38,0.12,2.47,0.88,5.87,351.0,177.0
Gland Pharma,Pharmaceuticals - Indian - Formulations,1818.0,5665.0,1333.0,772.0,772.0,23.53,47.0,13.58,17.71,18.0,,-8.0,,-8.0,,,,,372.0,8724.0,4.04,44.23,4478.0,1839.0,10661.0,0.48,1.11,7.04,29958.0,5.29,30.09,89.15,,18.97,5.29,24.61,1599.0,748.0
Glaxosmi. Pharma,Pharmaceuticals - Multinational,2653.0,3454.0,909.0,657.0,590.0,26.31,35.0,51.33,41.46,6.0,2.0,11.0,9.0,11.0,9.0,3.0,4.0,4.0,19.0,1778.0,1.3,506.63,472.0,1063.0,3557.0,0.03,1.94,22.86,44940.0,12.99,77.1,39.65,7.56,44.65,12.99,48.06,378.0,287.0
Gleam Fabmat,Trading,3.0,1.0,-0.0,0.0,0.0,-9.23,0.0,0.6,0.09,-70.0,-55.0,59.0,32.0,59.0,32.0,,,,5.0,10.0,2.9,,15.0,0.0,20.0,65.75,2.02,1.9,3.0,4.17,-90.33,-162.6,1.06,72.0,4.17,88.0,3.0,4.0
Glenmark Life,Pharmaceuticals - Indian - Bulk Drugs & Formln,876.0,2283.0,674.0,471.0,471.0,29.53,38.0,28.08,33.41,7.0,21.0,10.0,19.0,-53.0,-48.0,,,,17.0,2332.0,4.37,408.28,1480.0,302.0,2850.0,0.04,1.19,9.35,10733.0,4.72,26.07,36.16,1.2,15.3,4.72,16.59,1152.0,406.0
Glenmark Pharma.,Pharmaceuticals - Indian - Bulk Drugs & Formln,1243.0,11813.0,1195.0,-2797.0,-1434.0,10.12,-53.0,12.35,14.1,3.0,4.0,,,,,7.0,,,1231.0,7848.0,1.28,2.82,2689.0,1659.0,14359.0,-0.86,2.15,6.04,35070.0,2.96,-131.69,-136.76,,16.96,2.96,23.75,,
Glittek Granites,Miscellaneous,3.0,7.0,-4.0,-6.0,-6.0,-59.16,-2.0,-15.19,-5.35,-22.0,-20.0,-73.0,,-73.0,,-16.0,,,20.0,5.0,1.26,-2.59,20.0,0.0,27.0,-3.3,6.27,1.4,8.0,1.27,2.56,10.82,,-7.34,1.27,-6.57,,
Global Cap.Mkt.,Finance & Investments,1.0,1.0,0.0,0.0,0.0,6.67,0.0,0.02,0.61,-36.0,-33.0,-72.0,15.0,-65.0,15.0,-8.0,-22.0,-16.0,0.0,46.0,3.1,1.0,12.0,3.0,52.0,12.0,1.1,2.84,41.0,34.86,-18.03,-34.28,277.54,483.75,34.86,3870.0,0.0,0.0
Global Education,Miscellaneous,170.0,72.0,43.0,30.0,30.0,60.25,15.0,54.6,47.48,41.0,19.0,113.0,35.0,113.0,36.0,40.0,41.0,-5.0,0.0,86.0,7.67,4125.0,49.0,8.0,94.0,0.0,0.98,10.04,346.0,4.84,17.74,25.32,0.32,7.44,4.84,8.2,262.0,119.0
Global Health,Healthcare,1254.0,3275.0,799.0,478.0,478.0,24.4,18.0,19.32,16.99,31.0,18.0,155.0,56.0,45.0,11.0,,,,802.0,2906.0,2.44,9.48,1063.0,1175.0,4304.0,1.68,1.45,15.07,33659.0,10.29,55.05,129.2,1.25,38.14,10.29,47.54,308.0,208.0
Global Longlife,Healthcare,34.0,14.0,-0.0,-2.0,-2.0,-2.29,-2.0,-2.04,10.18,-26.0,-17.0,,,,,,,,13.0,26.0,0.32,-1.95,1.0,0.0,42.0,-5.82,1.18,2.46,35.0,2.63,-7.0,-2.7,,-191.36,2.63,-31.89,,
Global Offshore,Shipping,65.0,39.0,-1.0,-14.0,38.0,-3.32,14.0,-5.63,-10.16,-20.0,-21.0,18.0,14.0,18.0,14.0,-20.0,,,37.0,82.0,0.42,-1.38,-1.0,5.0,143.0,0.99,2.38,2.69,162.0,4.1,13.63,2.7,,30.22,4.1,-23.26,62.0,104.0
Global Pet Indus,Engineering,96.0,39.0,2.0,2.0,2.0,4.57,2.0,27.29,26.04,20.0,,9.0,,-61.0,,,,,0.0,22.0,2.94,,19.0,11.0,35.0,0.0,2.4,7.29,94.0,2.43,-47.55,-35.01,,31.63,2.43,33.53,63.0,34.0
Global Surfaces,Miscellaneous,217.0,225.0,35.0,19.0,20.0,15.52,4.0,6.58,12.17,9.0,,-18.0,,-56.0,,,,,145.0,331.0,2.22,6.61,156.0,5.0,522.0,7.31,1.49,4.67,921.0,4.06,-24.55,-13.07,,27.23,4.06,35.4,89.0,88.0
Global Vectra,Transport - Airlines,204.0,503.0,86.0,1.0,1.0,17.06,1.0,7.33,1.29,19.0,1.0,27.0,-28.0,27.0,-28.0,4.0,-14.0,-14.0,517.0,22.0,0.52,1.07,-68.0,18.0,928.0,427.48,38.89,1.11,286.0,0.57,2.57,3.58,-8.32,7.29,0.57,21.84,17.0,17.0
Globalspace Tech,Computers - Software - Medium / Small,18.0,29.0,5.0,0.0,-4.0,16.52,-1.0,2.84,3.29,5.0,14.0,-61.0,-21.0,-61.0,-21.0,17.0,-4.0,-25.0,11.0,56.0,2.22,1.03,26.0,0.0,70.0,-3.24,1.17,3.46,62.0,2.13,-5.47,-6.44,-8.82,14.89,2.13,40.48,,
Globe Commercial,Trading,20.0,162.0,4.0,3.0,3.0,2.55,5.0,33.59,28.18,2432.0,,575.0,138.0,575.0,138.0,37.0,77.0,59.0,1.0,12.0,1.14,,6.0,0.0,58.0,0.48,4.24,3.79,12.0,0.08,-627.0,150.48,0.03,3.34,0.08,3.34,110.0,49.0
Globe Intl. Car.,Miscellaneous,43.0,114.0,6.0,2.0,2.0,4.86,1.0,10.98,9.82,13.0,4.0,39.0,16.0,39.0,16.0,1.0,35.0,10.0,19.0,49.0,2.48,2.63,57.0,1.0,83.0,7.64,2.14,5.29,107.0,0.94,-9.36,-24.52,2.79,22.41,0.94,23.59,14.0,22.0
Globe Textiles,Textiles - Products,3.0,428.0,20.0,6.0,6.0,4.69,0.0,12.27,11.96,18.0,11.0,184.0,9.0,185.0,9.0,10.0,10.0,-5.0,64.0,104.0,1.7,1.7,139.0,0.0,247.0,11.06,2.34,3.91,101.0,0.23,11.61,-68.81,1.96,7.15,0.23,8.14,3.0,4.0
Globesecure Tech,Computers - Software - Medium / Small,45.0,24.0,2.0,1.0,1.0,10.13,1.0,9.11,11.79,8.0,19.0,11.0,10.0,-9.0,-7.0,,,,9.0,21.0,1.88,2.47,16.0,0.0,35.0,8.73,1.93,4.16,41.0,1.66,19.19,-10.2,3.84,13.6,1.66,19.39,19.0,24.0
Globus Power,Miscellaneous,35.0,0.0,-1.0,-1.0,7.0,-1425.0,1.0,-27.21,-13.46,,,-2.0,3.0,-2.0,3.0,,,,0.0,5.0,0.67,,-0.0,0.0,10.0,0.0,2.04,58.96,350.0,8756.75,50.59,4566.6,,-614.44,8756.75,-614.44,2.0,3.0
Globus Spirits,Breweries & Distilleries,774.0,2415.0,169.0,96.0,96.0,7.01,33.0,,0.0,25.0,20.0,-12.0,32.0,-12.0,32.0,,,,329.0,974.0,1.05,4.41,259.0,78.0,1770.0,3.43,,4.54,2230.0,0.92,13.07,,0.72,13.54,0.92,21.11,841.0,505.0
Gloster Ltd,Textiles - Jute - Yarn / Products,838.0,646.0,65.0,24.0,24.0,10.04,22.0,3.29,6.43,9.0,5.0,-14.0,-11.0,-14.0,-11.0,,,,194.0,1110.0,2.04,15.94,218.0,33.0,1470.0,7.95,1.25,2.76,918.0,1.41,23.94,-18.22,-3.4,13.65,1.41,26.63,425.0,713.0
GMM Pfaudler,Engineering,1341.0,3446.0,477.0,174.0,174.0,13.83,40.0,19.09,17.98,51.0,47.0,29.0,29.0,28.0,29.0,29.0,25.0,25.0,906.0,968.0,1.61,3.69,948.0,344.0,3157.0,5.2,3.36,5.34,6028.0,1.77,21.51,37.37,1.2,13.41,1.77,19.03,894.0,439.0
GMR Airports Inf,Engineering - Turnkey Services,97.0,8755.0,2966.0,-614.0,-828.0,33.88,-1.0,6.39,5.27,35.0,3.0,21.0,9.0,21.0,9.0,-2.0,,,35905.0,-2164.0,1.18,0.74,2157.0,2826.0,48683.0,-43.39,-21.39,2.25,58307.0,6.7,15.12,-86.6,,25.18,6.7,42.13,,
GMR Urban,Engineering - Turnkey Services,85.0,4489.0,906.0,-431.0,-127.0,20.17,-2.0,11.56,12.99,18.0,,19.0,,,,,,,13876.0,-2917.0,0.61,0.64,-1571.0,682.0,19469.0,-108.85,-5.36,0.51,5105.0,1.14,3.04,3.65,,14.64,1.14,19.37,,
GNA Axles,Auto Ancillaries,398.0,1506.0,197.0,100.0,100.0,13.1,23.0,15.34,17.98,19.0,10.0,12.0,9.0,12.0,9.0,14.0,22.0,18.0,189.0,802.0,2.16,12.68,610.0,33.0,1219.0,1.89,1.49,5.39,1708.0,1.13,17.27,142.18,1.94,9.3,1.13,12.69,269.0,313.0
Go Digit General,Finance & Investments,350.0,8147.0,-286.0,182.0,182.0,-3.52,2.0,5.85,-3.66,54.0,,52.0,,50.0,,,,,350.0,3420.0,0.15,,-11767.0,366.0,17682.0,1.93,4.56,2.87,32093.0,3.94,18.65,15.13,,176.56,3.94,176.56,,
Go Fashion (I),Textiles - Products,1031.0,763.0,242.0,83.0,83.0,31.78,15.0,15.45,15.05,45.0,22.0,190.0,22.0,143.0,8.0,,,,469.0,604.0,3.96,3.82,481.0,192.0,1139.0,5.67,1.71,10.25,5570.0,7.37,25.72,65.57,3.12,22.72,7.37,39.52,406.0,196.0
Goa Carbon,Petrochemicals,801.0,1057.0,128.0,86.0,86.0,12.09,93.0,23.46,26.77,44.0,18.0,170.0,67.0,170.0,67.0,14.0,43.0,43.0,334.0,248.0,1.58,5.86,534.0,237.0,613.0,3.9,2.79,6.01,733.0,0.7,3.79,61.6,0.13,5.89,0.7,5.99,595.0,754.0
Goblin India,Trading,42.0,44.0,4.0,2.0,2.0,8.46,2.0,8.45,4.85,4.0,-8.0,49.0,-6.0,44.0,-49.0,,,,22.0,40.0,3.88,1.88,55.0,0.0,72.0,8.75,2.33,3.83,59.0,1.32,47.67,-20.6,-3.71,14.22,1.32,16.27,21.0,34.0
GOCL Corpn.,Chemicals,472.0,714.0,-16.0,46.0,48.0,-2.2,10.0,7.17,5.87,20.0,6.0,-16.0,6.0,-16.0,6.0,-5.0,-3.0,4.0,1188.0,1419.0,7.05,1.42,1353.0,41.0,2900.0,24.61,2.25,3.01,2342.0,3.26,58.19,88.19,8.51,15.81,3.26,16.76,149.0,250.0
Godavari Drugs,Pharmaceuticals - Indian - Bulk Drugs,105.0,157.0,13.0,6.0,6.0,8.49,7.0,14.57,15.7,9.0,13.0,11.0,36.0,11.0,36.0,32.0,14.0,14.0,56.0,39.0,1.08,2.43,51.0,3.0,135.0,10.02,3.29,3.25,79.0,0.5,4.27,14.69,0.39,9.48,0.5,11.06,126.0,93.0
Godawari Power,Steel - Large,1087.0,5455.0,1328.0,936.0,936.0,24.34,69.0,29.67,37.04,11.0,11.0,14.0,30.0,15.0,31.0,10.0,32.0,32.0,52.0,4496.0,3.23,22.06,1704.0,870.0,5545.0,0.06,1.19,7.51,14773.0,2.69,14.06,23.65,0.52,9.52,2.69,10.55,941.0,716.0
Godfrey Phillips,Cigarettes,4262.0,4420.0,892.0,883.0,884.0,20.19,170.0,22.62,20.25,21.0,12.0,42.0,33.0,42.0,33.0,6.0,17.0,17.0,345.0,4232.0,1.66,36.74,884.0,25.0,5843.0,0.39,1.28,8.55,22160.0,5.01,76.23,49.79,0.77,20.28,5.01,23.37,2747.0,1764.0
Godha Cabcon,Cables - Power,1.0,17.0,1.0,1.0,1.0,4.83,0.0,3.12,1.42,-20.0,-25.0,50.0,7.0,50.0,7.0,,,,2.0,68.0,122.89,6.86,65.0,1.0,71.0,3.75,0.71,4.17,62.0,3.7,-1.34,-4.96,16.85,30.84,3.7,41.87,0.0,0.0
